293.15
8085.4
288.15
315.15
18721
90000
1
7.9967
0.24229
6.5
0.85
0.1
0.064907
0.88644
0.95
31.974
0
0.002
7766.6
73587
1.8652e+05
2.1546e-11
0.0001
1.0432e+06
3.9752
7.9967
